,SKEW,VIX,SPX,Credit_Spread,SPX_Return_1m,SKEW_Lag1
2000-02-17,1388.260009765625,114.76000213623047,23.170000076293945,1.75,0.06675878493457987,1387.6700439453125
2000-02-18,1346.0899658203125,114.06999969482422,26.0,1.82,0.1954022988505748,1388.260009765625
2000-02-22,1352.1700439453125,112.47000122070312,25.860000610351562,1.88,0.24207497547563706,1346.0899658203125
2000-02-23,1360.68994140625,113.31999969482422,23.889999389648438,1.84,-0.007478201390026862,1352.1700439453125
2000-02-24,1353.4300537109375,111.5,24.3799991607666,1.94,0.05907900416849299,1360.68994140625
2000-02-25,1333.3599853515625,109.5199966430664,25.200000762939453,1.99,0.09422492451562414,1353.4300537109375
2000-02-28,1348.050048828125,111.31999969482422,24.68000030517578,2.01,0.04842817949494971,1333.3599853515625
2000-02-29,1366.4200439453125,111.41999816894531,23.3700008392334,1.91,-0.10596781236008646,1348.050048828125
2000-03-01,1379.18994140625,113.1500015258789,21.639999389648438,1.96,-0.13266538164630715,1366.4200439453125
2000-03-02,1381.760009765625,111.5199966430664,21.059999465942383,1.95,-0.1019190285389775,1379.18994140625
2000-03-03,1409.1700439453125,112.22000122070312,19.209999084472656,1.93,-0.16911771681797172,1381.760009765625
2000-03-06,1391.280029296875,111.58999633789062,21.5,1.91,-0.02317129593722611,1409.1700439453125
2000-03-07,1355.6199951171875,110.37000274658203,24.309999465942383,1.95,0.12859788452554133,1391.280029296875
2000-03-08,1366.699951171875,111.0199966430664,23.81999969482422,1.98,0.045195205700720775,1355.6199951171875
2000-03-09,1401.68994140625,113.26000213623047,22.209999084472656,2.05,0.045176427504595607,1366.699951171875
2000-03-10,1395.0699462890625,113.36000061035156,21.239999771118164,2.09,-0.07248907751373357,1401.68994140625
2000-03-13,1383.6199951171875,114.93000030517578,22.850000381469727,2.17,-0.009536164554169835,1395.0699462890625
2000-03-14,1359.1500244140625,113.41000366210938,24.40999984741211,2.15,-0.00040950978094156376,1383.6199951171875
2000-03-15,1392.1400146484375,114.16000366210938,22.34000015258789,2.17,-0.08367510575888659,1359.1500244140625
2000-03-16,1458.469970703125,114.86000061035156,20.770000457763672,2.16,-0.0938045205660365,1392.1400146484375
2000-03-17,1464.469970703125,115.12999725341797,22.3700008392334,2.16,-0.048489977820074914,1458.469970703125
2000-03-20,1456.6300048828125,114.33999633789062,22.959999084472656,2.14,-0.009063486885187766,1464.469970703125
2000-03-21,1493.8699951171875,113.79000091552734,21.700000762939453,2.18,-0.16538458604079032,1456.6300048828125
2000-03-22,1500.6400146484375,113.70999908447266,21.489999771118164,2.2,-0.16898688074601664,1493.8699951171875
2000-03-23,1527.3499755859375,114.23999786376953,22.260000228881836,2.2,-0.06822935129386742,1500.6400146484375
2000-03-24,1527.4599609375,113.47000122070312,23.309999465942383,2.13,-0.04388842213522759,1527.3499755859375
2000-03-27,1523.8599853515625,112.75,24.530000686645508,2.11,-0.026587303809898488,1527.4599609375
2000-03-28,1507.72998046875,113.33000183105469,24.860000610351562,2.16,0.007293367218396352,1523.8599853515625
2000-03-29,1508.52001953125,113.95999908447266,24.100000381469727,2.2,0.031236607446363918,1507.72998046875
2000-03-30,1487.9200439453125,112.54000091552734,25.469999313354492,2.3,0.17698706246443563,1508.52001953125
2000-03-31,1498.5799560546875,113.3499984741211,24.110000610351562,2.3,0.14482436950397615,1487.9200439453125
2000-04-03,1505.969970703125,113.2300033569336,24.030000686645508,2.3,0.25091107922377964,1498.5799560546875
2000-04-04,1494.72998046875,112.55000305175781,27.1200008392334,2.38,0.2613953878713209,1505.969970703125
2000-04-05,1487.3699951171875,111.54000091552734,28.40999984741211,2.45,0.16865489393423116,1494.72998046875
2000-04-06,1501.3399658203125,113.11000061035156,27.149999618530273,2.39,0.13979848725311372,1487.3699951171875
2000-04-07,1516.3499755859375,113.41000366210938,24.389999389648438,2.4,0.09815400247809336,1501.3399658203125
2000-04-10,1504.4599609375,111.93000030517578,25.989999771118164,2.44,0.22363465401063598,1516.3499755859375
2000-04-11,1500.5899658203125,112.51000213623047,27.25,2.45,0.19256015514548808,1504.4599609375
2000-04-12,1467.1700439453125,111.20999908447266,28.979999542236328,2.44,0.18721834180219044,1500.5899658203125
2000-04-13,1440.510009765625,110.72000122070312,29.399999618530273,2.45,0.31602504107971296,1467.1700439453125
2000-04-14,1356.56005859375,107.79000091552734,33.4900016784668,2.53,0.6124218074318089,1440.510009765625
2000-04-17,1401.43994140625,109.5199966430664,28.950000762939453,2.5,0.29414392833485237,1356.56005859375
2000-04-18,1441.6099853515625,112.79000091552734,26.1200008392334,2.43,0.13763074393577757,1401.43994140625
2000-04-19,1427.469970703125,113.5199966430664,27.020000457763672,2.42,0.24516126763967816,1441.6099853515625
2000-04-20,1434.5400390625,114.23999786376953,25.850000381469727,2.41,0.20288509338242333,1427.469970703125
2000-04-24,1429.8599853515625,114.9000015258789,27.3700008392334,2.42,0.22955977348650047,1434.5400390625
2000-04-25,1477.43994140625,115.88999938964844,25.239999771118164,2.36,0.082797097786109,1429.8599853515625
2000-04-26,1460.989990234375,115.43000030517578,26.969999313354492,2.37,0.09946997792125445,1477.43994140625
2000-04-27,1464.9200439453125,115.91000366210938,26.190000534057617,2.34,0.053499593364943365,1460.989990234375
2000-04-28,1452.4300537109375,115.3499984741211,26.200000762939453,2.34,0.08713694390994275,1464.9200439453125
2000-05-01,1468.25,116.22000122070312,25.8799991607666,2.3,0.01609736389734162,1452.4300537109375
2000-05-02,1446.2900390625,114.7300033569336,28.5,2.32,0.18208209367541883,1468.25
2000-05-03,1415.0999755859375,114.33999633789062,31.6299991607666,2.34,0.3162712549710718,1446.2900390625
2000-05-04,1409.5699462890625,114.12999725341797,30.770000457763672,2.38,0.13458700241815502,1415.0999755859375
2000-05-05,1432.6300048828125,114.81999969482422,27.530000686645508,2.36,-0.03097497942601224,1409.5699462890625
2000-05-08,1424.1700439453125,114.7300033569336,28.200000762939453,2.35,0.03867407584391036,1432.6300048828125
2000-05-09,1412.1400146484375,113.69999694824219,28.93000030517578,2.36,0.18614190361374927,1424.1700439453125
2000-05-10,1383.050048828125,112.91000366210938,29.8700008392334,2.41,0.14928823017639847,1412.1400146484375
2000-05-11,1407.81005859375,115.0199966430664,27.760000228881836,2.49,0.018715604729608648,1383.050048828125
2000-05-12,1420.9599609375,114.58000183105469,26.049999237060547,2.52,-0.10110422192745416,1407.81005859375
2000-05-15,1452.3599853515625,115.11000061035156,24.860000610351562,2.52,-0.15442173697571182,1420.9599609375
2000-05-16,1466.0400390625,113.51000213623047,24.34000015258789,2.51,-0.27321591720797433,1452.3599853515625
2000-05-17,1447.800048828125,113.93000030517578,23.979999542236328,2.53,-0.171675339886882,1466.0400390625
2000-05-18,1437.2099609375,113.18000030517578,23.959999084472656,2.52,-0.08269531720367806,1447.800048828125
2000-05-19,1406.949951171875,112.38999938964844,25.440000534057617,2.55,-0.05847519973864668,1437.2099609375
2000-05-22,1400.719970703125,112.20999908447266,26.0,2.57,0.005802693087687549,1406.949951171875
2000-05-23,1373.8599853515625,111.2300033569336,25.8700008392334,2.55,-0.05480452882740994,1400.719970703125
2000-05-24,1399.050048828125,110.4800033569336,24.31999969482422,2.52,-0.036450082592579536,1373.8599853515625
2000-05-25,1381.52001953125,110.94999694824219,24.579999923706055,2.5,-0.08861696145705877,1399.050048828125
2000-05-26,1378.02001953125,110.5199966430664,24.469999313354492,2.51,-0.06567396661433533,1381.52001953125
2000-05-30,1422.449951171875,109.94000244140625,23.6200008392334,2.49,-0.09847327666324068,1378.02001953125
2000-05-31,1420.5999755859375,108.63999938964844,23.649999618530273,2.52,-0.08616690937212046,1422.449951171875
2000-06-01,1448.81005859375,109.0199966430664,22.360000610351562,2.51,-0.21543857507538378,1420.5999755859375
2000-06-02,1477.260009765625,110.30000305175781,21.479999542236328,2.5,-0.3208978782117765,1448.81005859375
2000-06-05,1467.6300048828125,109.66000366210938,22.709999084472656,2.44,-0.26194349214763735,1477.260009765625
2000-06-06,1457.8399658203125,109.77999877929688,23.049999237060547,2.39,-0.1627316141607711,1467.6300048828125
2000-06-07,1471.3599853515625,109.94999694824219,22.479999542236328,2.36,-0.20283691723229924,1457.8399658203125
2000-06-08,1461.6700439453125,110.05000305175781,22.770000457763672,2.35,-0.2129277491334849,1471.3599853515625
2000-06-09,1456.949951171875,109.66999816894531,22.139999389648438,2.34,-0.2587881229461442,1461.6700439453125
2000-06-12,1446.0,112.41000366210938,22.31999969482422,2.35,-0.19596543549008238,1456.949951171875
2000-06-13,1469.43994140625,111.95999908447266,21.670000076293945,2.36,-0.16813816848544505,1446.0
2000-06-14,1470.5400390625,113.0999984741211,21.479999542236328,2.35,-0.13596142337614514,1469.43994140625
2000-06-15,1478.72998046875,113.30000305175781,20.68000030517578,2.36,-0.1503697544974324,1470.5400390625
2000-06-16,1464.4599609375,114.5199966430664,20.5,2.37,-0.14512091779263603,1478.72998046875
2000-06-19,1486.0,111.55999755859375,20.6299991607666,2.38,-0.13898163818645848,1464.4599609375
2000-06-20,1475.949951171875,112.33999633789062,20.8799991607666,2.36,-0.17924533323756608,1486.0
2000-06-21,1479.1300048828125,110.87000274658203,20.610000610351562,2.35,-0.20730766883263219,1475.949951171875
2000-06-22,1452.1800537109375,111.62000274658203,22.0,2.37,-0.14959415205601045,1479.1300048828125
2000-06-23,1441.47998046875,110.91999816894531,22.34000015258789,2.34,-0.08141445588330787,1452.1800537109375
2000-06-26,1455.31005859375,109.16000366210938,22.450000762939453,2.41,-0.08665578386403228,1441.47998046875
2000-06-27,1450.550048828125,110.62000274658203,21.799999237060547,2.38,-0.10911320601618468,1455.31005859375
2000-06-28,1454.8199462890625,109.83000183105469,20.290000915527344,2.4,-0.14098221021968993,1450.550048828125
2000-06-29,1442.3900146484375,111.48999786376953,19.700000762939453,2.4,-0.16701898178873176,1454.8199462890625
2000-06-30,1454.5999755859375,109.91999816894531,19.540000915527344,2.4,-0.1261180508876507,1442.3900146484375
2000-07-03,1469.5400390625,107.3499984741211,19.829999923706055,2.41,-0.07681562633583228,1454.5999755859375
2000-07-05,1446.22998046875,109.93000030517578,21.15999984741211,2.4,-0.06825184057890676,1469.5400390625
2000-07-06,1456.6700439453125,110.55999755859375,20.940000534057617,2.38,-0.09154007691290522,1446.22998046875
2000-07-07,1478.9000244140625,109.87999725341797,19.219999313354492,2.37,-0.14501780672890208,1456.6700439453125
2000-07-10,1475.6199951171875,110.83999633789062,20.329999923706055,2.34,-0.10715856324129647,1478.9000244140625
2000-07-11,1480.8800048828125,110.44000244140625,20.110000610351562,2.33,-0.09168919761786454,1475.6199951171875
2000-07-12,1492.9200439453125,108.55999755859375,20.030000686645508,2.29,-0.10259852327461005,1480.8800048828125
2000-07-13,1495.8399658203125,109.30999755859375,20.030000686645508,2.3,-0.07568063608096276,1492.9200439453125
2000-07-14,1509.97998046875,109.05999755859375,19.31999969482422,2.24,-0.10055865425717914,1495.8399658203125
2000-07-17,1510.489990234375,112.37000274658203,19.450000762939453,2.22,-0.05947773327297701,1509.97998046875
2000-07-18,1493.739990234375,112.25,19.75,2.22,-0.03658536585365857,1510.489990234375
2000-07-19,1481.9599609375,112.0199966430664,19.649999618530273,2.24,-0.047503615225542806,1493.739990234375
2000-07-20,1495.5699462890625,110.31999969482422,18.940000534057617,2.29,-0.09291181535841397,1481.9599609375
2000-07-21,1480.18994140625,108.58999633789062,18.940000534057617,2.27,-0.08102862818233847,1495.5699462890625
2000-07-24,1464.2900390625,113.6500015258789,19.920000076293945,2.26,-0.09454545107754797,1480.18994140625
2000-07-25,1474.469970703125,110.22000122070312,19.389999389648438,2.26,-0.13205016753760956,1464.2900390625
2000-07-26,1452.4200439453125,112.97000122070312,19.670000076293945,2.27,-0.12383076134388127,1474.469970703125
2000-07-27,1449.6199951171875,113.27999877929688,19.600000381469727,2.24,-0.10091738222865476,1452.4200439453125
2000-07-28,1419.8900146484375,112.16999816894531,20.84000015258789,2.25,0.02710691041120894,1449.6199951171875
2000-07-31,1430.8299560546875,112.19999694824219,20.739999771118164,2.27,0.052791825781814516,1419.8900146484375
2000-08-01,1438.0999755859375,112.9800033569336,20.549999237060547,2.27,0.051688755077315074,1430.8299560546875
2000-08-02,1438.699951171875,109.86000061035156,20.0,2.3,0.008572873270196846,1438.0999755859375
2000-08-03,1452.56005859375,111.26000213623047,19.989999771118164,2.31,-0.055293009675377536,1438.699951171875
2000-08-04,1462.9300537109375,108.6500015258789,18.6200008392334,2.33,-0.11079272376573646,1452.56005859375
2000-08-07,1479.3199462890625,106.88999938964844,19.030000686645508,2.29,-0.00988546480212249,1462.9300537109375
2000-08-08,1482.800048828125,108.58999633789062,18.790000915527344,2.31,-0.07575007446915805,1479.3199462890625
2000-08-09,1472.8699951171875,110.05000305175781,19.18000030517578,2.44,-0.046245662702618984,1482.800048828125
2000-08-10,1460.25,110.0199966430664,19.190000534057617,2.47,-0.041937100538790295,1472.8699951171875
2000-08-11,1471.8399658203125,108.54000091552734,18.549999237060547,2.45,-0.07388923608832998,1460.25
2000-08-14,1491.56005859375,109.05999755859375,17.8799991607666,2.45,-0.07453419031074782,1471.8399658203125
2000-08-15,1484.4300537109375,108.87999725341797,17.979999542236328,2.43,-0.07557846596613527,1491.56005859375
2000-08-16,1479.8499755859375,109.94999694824219,18.020000457763672,2.42,-0.08759491353095328,1484.4300537109375
2000-08-17,1496.0699462890625,109.22000122070312,17.479999542236328,2.46,-0.11043257600104983,1479.8499755859375
2000-08-18,1491.719970703125,110.33999633789062,17.049999237060547,2.46,-0.09978887242365697,1496.0699462890625
2000-08-21,1499.47998046875,110.52999877929688,17.350000381469727,2.47,-0.08394931931119942,1491.719970703125
2000-08-22,1498.1300048828125,108.3499984741211,17.469999313354492,2.51,-0.12299200570059776,1499.47998046875
2000-08-23,1505.969970703125,111.29000091552734,17.3799991607666,2.53,-0.10366169634615341,1498.1300048828125
2000-08-24,1508.31005859375,109.44000244140625,17.040000915527344,2.49,-0.13370610831548724,1505.969970703125
2000-08-25,1506.449951171875,112.2699966430664,16.530000686645508,2.5,-0.15663263444253117,1508.31005859375
2000-08-28,1514.0899658203125,110.93000030517578,16.540000915527344,2.49,-0.20633393500846864,1506.449951171875
2000-08-29,1509.8399658203125,111.37000274658203,16.889999389648438,2.49,-0.18563165014259597,1514.0899658203125
2000-08-30,1502.5899658203125,110.87999725341797,17.690000534057617,2.49,-0.13917269144444122,1509.8399658203125
2000-08-31,1517.6800537109375,112.6500015258789,16.84000015258789,2.51,-0.15799999237060547,1502.5899658203125
2000-09-01,1520.77001953125,114.5,17.530000686645508,2.54,-0.12306148637514736,1517.6800537109375
2000-09-05,1507.0799560546875,112.5,19.81999969482422,2.53,0.06444676699811724,1520.77001953125
2000-09-06,1492.25,110.44000244140625,20.790000915527344,2.54,0.09248555782328127,1507.0799560546875
2000-09-07,1502.510009765625,112.33000183105469,19.420000076293945,2.51,0.033528426294327396,1492.25
2000-09-08,1494.5,111.02999877929688,18.459999084472656,2.52,-0.0375391662798269,1502.510009765625
2000-09-11,1489.260009765625,111.3499984741211,18.399999618530273,2.52,-0.04116732118507671,1494.5
2000-09-12,1481.989990234375,112.0199966430664,18.59000015258789,2.56,0.0021563836750693177,1489.260009765625
2000-09-13,1484.9100341796875,112.16000366210938,18.31999969482422,2.58,0.024608532142612827,1481.989990234375
2000-09-14,1480.8699951171875,111.9800033569336,18.260000228881836,2.58,0.015572897317809531,1484.9100341796875
2000-09-15,1465.81005859375,111.91000366210938,18.520000457763672,2.6,0.027746947130879995,1480.8699951171875
2000-09-18,1444.510009765625,111.29000091552734,20.25,2.61,0.15846684955972767,1465.81005859375
2000-09-19,1459.9000244140625,111.80999755859375,19.540000915527344,2.57,0.14604116069720585,1444.510009765625
2000-09-20,1451.3399658203125,111.80999755859375,19.93000030517578,2.55,0.148703162361977,1459.9000244140625
2000-09-21,1449.050048828125,111.80999755859375,20.18000030517578,2.55,0.15512313098659924,1451.3399658203125
2000-09-22,1448.719970703125,111.80999755859375,20.739999771118164,2.55,0.19332570613331135,1449.050048828125
2000-09-25,1439.030029296875,111.80999755859375,21.40999984741211,2.53,0.2564553225993489,1448.719970703125
2000-09-26,1427.2099609375,111.80999755859375,21.8799991607666,2.52,0.3236538567383924,1439.030029296875
2000-09-27,1426.5699462890625,111.80999755859375,21.670000076293945,2.54,0.31015712677202356,1427.2099609375
2000-09-28,1458.2900390625,111.80999755859375,19.469999313354492,2.5,0.15275310935104525,1426.5699462890625
2000-09-29,1436.510009765625,111.80999755859375,20.56999969482422,2.54,0.16280379162351588,1458.2900390625
2000-10-02,1436.22998046875,112.9000015258789,21.229999542236328,2.58,0.26068879749824725,1436.510009765625
2000-10-03,1426.4599609375,113.2699966430664,21.850000381469727,2.54,0.2464346563383326,1436.22998046875
2000-10-04,1434.3199462890625,113.0199966430664,21.540000915527344,2.51,0.08678109218903196,1426.4599609375
2000-10-05,1436.280029296875,112.87999725341797,21.030000686645508,2.52,0.011544000026422196,1434.3199462890625
2000-10-06,1408.989990234375,113.56999969482422,22.709999084472656,2.53,0.16941292457536195,1436.280029296875
2000-10-09,1402.030029296875,112.11000061035156,24.020000457763672,2.53,0.30119185531096404,1408.989990234375
2000-10-10,1387.02001953125,110.95999908447266,24.860000610351562,2.54,0.3510870177038239,1402.030029296875
2000-10-11,1364.5899658203125,111.12999725341797,26.56999969482422,2.61,0.4292630165000533,1387.02001953125
2000-10-12,1329.780029296875,107.79000091552734,30.510000228881836,2.64,0.6653930533362151,1364.5899658203125
2000-10-13,1374.1700439453125,111.2300033569336,27.600000381469727,2.64,0.5115005495900715,1329.780029296875
2000-10-16,1374.6199951171875,111.29000091552734,26.790000915527344,2.63,0.4465442901377925,1374.1700439453125
2000-10-17,1349.969970703125,110.3499984741211,27.84000015258789,2.64,0.3748148223500194,1374.6199951171875
2000-10-18,1342.1300048828125,110.6500015258789,28.719999313354492,2.68,0.4698054231170643,1349.969970703125
2000-10-19,1388.760009765625,113.54000091552734,25.09000015258789,2.66,0.2589061599799407,1342.1300048828125
2000-10-20,1396.9300537109375,114.63999938964844,24.239999771118164,2.65,0.20118926682578242,1388.760009765625
2000-10-23,1395.780029296875,115.66000366210938,24.690000534057617,2.68,0.19045326936020968,1396.9300537109375
2000-10-24,1398.1300048828125,115.02999877929688,24.280000686645508,2.66,0.13404954972852567,1395.780029296875
2000-10-25,1364.9000244140625,113.86000061035156,26.649999618530273,2.65,0.2180073418977475,1398.1300048828125
2000-10-26,1364.43994140625,113.19000244140625,28.6200008392334,2.6,0.32071992332581756,1364.9000244140625
2000-10-27,1379.5799560546875,115.20999908447266,26.469999313354492,2.58,0.35952749085094693,1364.43994140625
2000-10-30,1398.6600341796875,115.5999984741211,25.459999084472656,2.56,0.23772481585786553,1379.5799560546875
2000-10-31,1429.4000244140625,116.80999755859375,23.6299991607666,2.56,0.11304755865658689,1398.6600341796875
2000-11-01,1421.219970703125,116.51000213623047,24.280000686645508,2.57,0.11121282667054722,1429.4000244140625
2000-11-02,1428.3199462890625,117.56999969482422,23.920000076293945,2.54,0.11049206404865819,1421.219970703125
2000-11-03,1426.68994140625,119.0199966430664,23.670000076293945,2.52,0.12553491694961716,1428.3199462890625
2000-11-06,1432.18994140625,118.08999633789062,24.520000457763672,2.5,0.07970063611885192,1426.68994140625
2000-11-07,1431.8699951171875,118.30000305175781,24.90999984741211,2.5,0.03705243017015736,1432.18994140625
2000-11-08,1409.280029296875,114.2699966430664,25.65999984741211,2.48,0.032180177691847334,1431.8699951171875
2000-11-09,1400.1400146484375,116.91000366210938,27.200000762939453,2.5,0.023710992674115694,1409.280029296875
2000-11-10,1365.97998046875,115.51000213623047,28.530000686645508,2.5,-0.06489673967166976,1400.1400146484375
2000-11-13,1351.260009765625,116.16999816894531,29.059999465942383,2.52,0.05289851682222735,1365.97998046875
2000-11-14,1382.949951171875,119.83999633789062,26.809999465942383,2.52,0.0007464930844196527,1351.260009765625
2000-11-15,1389.81005859375,117.30000305175781,26.149999618530273,2.52,-0.06070404183889788,1382.949951171875
2000-11-16,1372.3199462890625,116.43000030517578,25.049999237060547,2.54,-0.1277855210319394,1389.81005859375
2000-11-17,1367.719970703125,118.76000213623047,24.809999465942383,2.58,-0.011159851930755305,1372.3199462890625
2000-11-20,1342.6199951171875,116.01000213623047,27.43000030517578,2.61,0.13160068334070218,1367.719970703125
2000-11-21,1347.3499755859375,119.0,26.6200008392334,2.64,0.07816930998091798,1342.6199951171875
2000-11-22,1322.3599853515625,116.70999908447266,27.709999084472656,2.61,0.1412684637901891,1347.3499755859375
2000-11-24,1341.77001953125,116.12000274658203,26.0,2.63,-0.024390229937501284,1322.3599853515625
2000-11-27,1348.969970703125,110.5199966430664,26.93000030517578,2.65,-0.05904963258215212,1341.77001953125
2000-11-28,1336.0899658203125,113.16999816894531,27.639999389648438,2.6,0.04420098627292601,1348.969970703125
2000-11-29,1341.9300537109375,111.63999938964844,27.489999771118164,2.63,0.07973294421222299,1336.0899658203125
2000-11-30,1314.949951171875,110.66999816894531,29.649999618530273,2.64,0.25476092558474606,1341.9300537109375
2000-12-01,1315.22998046875,112.54000091552734,27.479999542236328,2.66,0.13179566577816804,1314.949951171875
2000-12-04,1324.969970703125,112.80000305175781,27.780000686645508,2.66,0.16137126245986244,1315.22998046875
2000-12-05,1376.5400390625,109.77999877929688,24.989999771118164,2.69,0.05576678033669413,1324.969970703125
2000-12-06,1351.4599609375,109.41999816894531,25.06999969482422,2.73,0.02243063730801853,1376.5400390625
2000-12-07,1343.550048828125,109.66000366210938,25.34000015258789,2.72,0.017262156074258517,1351.4599609375
2000-12-08,1369.8900146484375,112.55999755859375,22.40999984741211,2.74,-0.12665627511014088,1343.550048828125
2000-12-11,1380.199951171875,109.45999908447266,23.510000228881836,2.71,-0.1356617805351431,1369.8900146484375
2000-12-12,1371.1800537109375,113.11000061035156,24.8799991607666,2.72,-0.12793555688862712,1380.199951171875
2000-12-13,1359.989990234375,113.3499984741211,23.6299991607666,2.74,-0.18685479714270503,1371.1800537109375
2000-12-14,1340.9300537109375,113.30000305175781,24.860000610351562,2.77,-0.07273401322025264,1359.989990234375
2000-12-15,1312.1500244140625,111.97000122070312,26.549999237060547,2.77,0.015296352748197739,1340.9300537109375
2000-12-18,1322.739990234375,112.26000213623047,27.700000762939453,2.81,0.10578848728898671,1312.1500244140625
2000-12-19,1305.5999755859375,112.1500015258789,27.170000076293945,2.81,0.09512296094932293,1322.739990234375
2000-12-20,1264.739990234375,110.16000366210938,31.739999771118164,2.87,0.1571272117386424,1305.5999755859375
2000-12-21,1274.8599853515625,110.51000213623047,29.65999984741211,2.89,0.11419980887822745,1264.739990234375
2000-12-22,1305.949951171875,111.30000305175781,27.549999237060547,2.9,-0.005774083460788226,1274.8599853515625
2000-12-26,1315.18994140625,110.77999877929688,28.729999542236328,2.89,0.1049999823937049,1305.949951171875
2000-12-27,1328.9200439453125,111.36000061035156,28.139999389648438,2.86,0.044931268873402264,1315.18994140625
2000-12-28,1334.219970703125,110.47000122070312,26.56999969482422,2.83,-0.038712001391177586,1328.9200439453125
2000-12-29,1320.280029296875,111.04000091552734,26.850000381469727,2.88,-0.023281171152312652,1334.219970703125
2001-01-02,1283.27001953125,109.6500015258789,29.989999771118164,2.99,0.011467121651340673,1320.280029296875
2001-01-03,1347.56005859375,110.94000244140625,26.600000381469727,2.83,-0.032023259658867764,1283.27001953125
2001-01-04,1333.3399658203125,110.4000015258789,26.969999313354492,2.91,-0.02915771610043194,1347.56005859375
2001-01-05,1298.3499755859375,109.91999816894531,28.670000076293945,2.99,0.14725891712207573,1333.3399658203125
2001-01-08,1295.8599853515625,109.5999984741211,29.84000015258789,2.94,0.1902672722707872,1298.3499755859375
2001-01-09,1300.800048828125,111.06999969482422,27.989999771118164,2.92,0.10457772701550816,1295.8599853515625
2001-01-10,1313.27001953125,112.18000030517578,26.799999237060547,2.83,0.19589466396874577,1300.800048828125
2001-01-11,1326.8199462890625,110.05000305175781,25.790000915527344,2.85,0.09698003676939759,1313.27001953125
2001-01-12,1318.550048828125,110.43000030517578,24.559999465942383,2.8,-0.012861724502339578,1326.8199462890625
2001-01-16,1326.6500244140625,110.69999694824219,25.280000686645508,2.73,0.06982655880151012,1318.550048828125
2001-01-17,1329.469970703125,116.94000244140625,24.93000030517578,2.72,0.002815755957587207,1326.6500244140625
2001-01-18,1347.969970703125,111.12000274658203,23.3700008392334,2.72,-0.11977395439575989,1329.469970703125
2001-01-19,1342.5400390625,112.25,23.239999771118164,2.7,-0.16101086169601986,1347.969970703125
2001-01-22,1342.9000244140625,112.76000213623047,23.25,2.71,-0.14427677825861251,1342.5400390625
2001-01-23,1360.4000244140625,111.58999633789062,21.56999969482422,2.67,-0.3204158837312956,1342.9000244140625
2001-01-24,1364.300048828125,111.43000030517578,22.030000686645508,2.61,-0.25724879298785075,1360.4000244140625
2001-01-25,1357.510009765625,110.9800033569336,22.639999389648438,2.63,-0.1782214150048732,1364.300048828125
2001-01-26,1354.949951171875,111.75,22.56999969482422,2.65,-0.2144100224699349,1357.510009765625
2001-01-29,1364.1700439453125,111.22000122070312,22.610000610351562,2.65,-0.19651737381810808,1354.949951171875
2001-01-30,1373.72998046875,111.37999725341797,22.56999969482422,2.65,-0.15054572999408777,1364.1700439453125
2001-01-31,1366.010009765625,112.33000183105469,22.020000457763672,2.62,-0.17988826275918546,1373.72998046875
2001-02-01,1373.469970703125,113.0,21.65999984741211,2.63,-0.2777592526602235,1366.010009765625
2001-02-02,1349.469970703125,112.19999694824219,21.950000762939453,2.63,-0.1748120132272475,1373.469970703125
2001-02-05,1354.31005859375,111.81999969482422,22.190000534057617,2.59,-0.17723392291411766,1349.469970703125
2001-02-06,1352.260009765625,112.27999877929688,21.979999542236328,2.58,-0.23334497789517994,1354.31005859375
2001-02-07,1340.8900146484375,111.80000305175781,21.670000076293945,2.77,-0.2737935668403607,1352.260009765625
2001-02-08,1332.530029296875,111.75,21.459999084472656,2.78,-0.23329763272751336,1340.8900146484375
2001-02-09,1314.760009765625,111.7300033569336,22.030000686645508,2.79,-0.17798502560473273,1332.530029296875
2001-02-12,1330.31005859375,111.01000213623047,21.920000076293945,2.82,-0.150058189292401,1314.760009765625
2001-02-13,1318.800048828125,112.06999969482422,21.3700008392334,2.82,-0.12988594039395607,1330.31005859375
2001-02-14,1315.9200439453125,113.08999633789062,21.520000457763672,2.77,-0.1487341822292001,1318.800048828125
2001-02-15,1326.6099853515625,114.5,20.270000457763672,2.77,-0.18692337707050233,1315.9200439453125
2001-02-16,1301.530029296875,112.29000091552734,22.1200008392334,2.81,-0.053487375058263065,1326.6099853515625
2001-02-20,1278.93994140625,112.0999984741211,24.690000534057617,2.81,0.062392460293457574,1301.530029296875
2001-02-21,1255.27001953125,112.47000122070312,25.75,2.82,0.10752688172043001,1278.93994140625
2001-02-22,1252.8199462890625,113.6500015258789,26.760000228881836,2.84,0.24061198922051785,1255.27001953125
2001-02-23,1245.8599853515625,113.12000274658203,27.209999084472656,2.86,0.235133828251183,1252.8199462890625
2001-02-26,1267.6500244140625,112.70999908447266,25.43000030517578,2.89,0.12323325930843443,1245.8599853515625
2001-02-27,1257.93994140625,112.6500015258789,26.489999771118164,2.86,0.17368188432864207,1267.6500244140625
2001-02-28,1239.93994140625,112.91000366210938,28.350000381469727,2.88,0.2538699520640533,1257.93994140625
2001-03-01,1241.22998046875,112.91000366210938,28.079999923706055,2.88,0.24412938871883982,1239.93994140625
2001-03-02,1234.1800537109375,112.0999984741211,27.43000030517578,2.87,0.24568572819918755,1241.22998046875
2001-03-05,1241.4100341796875,112.5199966430664,27.1200008392334,2.83,0.2520776098931339,1234.1800537109375
